scene_id,scene_name,target_overlap,quantile,used_ga_cleanup,orientation_deg,line_count,path_length_km,coverage_pct,excess_overlap_pct,cross_feasible_rate,cross_coverage_p05,cross_overlap_p95,adverse_feasible_rate,adverse_coverage_p05,adverse_overlap_p95,selection_score
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.2,0.22,0,150.0,14,84.6290009444787,99.1,7.8156504039789825,0.0,98.93277777777777,9.25233863848374,0.0,98.49861111111112,10.80498005846352,1147.3508541685621
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.2,0.26,0,135.0,14,82.4347800216884,99.40555555555555,6.456656070438281,0.0,99.32083333333334,7.679168271996643,0.0,98.80944444444445,9.739141990260588,989.4542041098039
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.2,0.3,0,135.0,13,80.23902034788277,99.02222222222223,5.822690420448243,0.0,98.79138888888889,6.8638428983594295,0.0125,98.4386111111111,7.830419269952053,817.979270530566
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.2,0.34,0,135.0,13,79.5046463373128,99.27222222222221,4.6433589497416845,0.0,99.0886111111111,5.724342293229747,0.025,98.67083333333333,6.667748179255261,728.9636537154367
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.25,0.18,0,120.0,14,90.88112574081495,99.64444444444445,12.625703546038828,0.0,99.62222222222222,14.129189242939642,0.0,99.55416666666667,15.39213495522405,1650.0815951389923
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.25,0.22,0,120.0,14,90.14016466483527,99.65,11.92685895471384,0.0,99.6111111111111,13.448994876896837,0.0,99.5588888888889,14.736113924710988,1585.4839433478364
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.25,0.26,0,135.0,15,87.68742671985764,99.50555555555556,10.799992752113914,0.0,99.47194444444443,11.718216867675006,0.0,99.32777777777778,13.297092583789293,1404.3453632016167
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.25,0.3,0,135.0,14,85.17023144021908,99.37222222222222,9.712556704448538,0.0,99.31083333333332,11.004042464394008,0.0,99.07527777777779,12.73675744260952,1257.1988755035436
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.25,0.34,0,135.0,14,83.42037178394126,99.46111111111111,7.844387007627424,0.0,99.40555555555555,9.019850621120481,0.0,99.17055555555555,10.761268725202955,1087.0873279081807
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.3,0.18,0,150.0,16,96.61150105077512,99.28888888888889,17.08127781754838,0.0,99.25555555555555,18.069942749378164,0.0,99.0886111111111,18.92601060525107,2085.970645046945
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.3,0.22,0,135.0,16,94.14879167216367,99.4888888888889,16.04847916410488,0.0,99.48861111111111,16.902688615468634,0.0,99.38277777777779,17.98137605775953,1925.442262180543
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.3,0.26,0,135.0,16,92.65645313518003,99.49444444444444,14.818419026937917,0.0,99.4888888888889,15.738586629546251,0.0,99.36666666666667,16.82572595872301,1803.3335015397824
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.3,0.3,0,135.0,15,90.32726480761215,99.5,13.650596941637648,0.0,99.41638888888887,14.538117425405682,0.0,99.28861111111111,15.563506574621632,1639.0690048216718
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.3,0.34,0,135.0,15,88.99922896951459,99.5,12.282626314056005,0.0,99.48305555555555,13.125152306139059,0.0,99.39111111111112,14.212920607861399,1515.492330511608
